Sitio #;Sitio #;Sitio nombre;Fecha (m/d/a);Hora(0:00-24:00);Viento;Cielo;Rio;Especies;Num. 0-50;Num. >50-100;Num. >100;Sex;1;2;3;4;5;6;7;8;9;10;11;12;Sequence
42;42C;Finca de Melvin;03/26/2016;11:15;2;0;0;TITSEM;2;;;;;;;;;;;;;;;;B/G/M
42;42C;Finca de Melvin;03/26/2016;11:15;2;0;0;PITSUL;1;;;;;;;;;;;;;;;;B/G/M
42;42C;Finca de Melvin;03/26/2016;11:15;2;0;0;PSAMON;1;;;;;;;;;;;;;;;;B/G/M
42;42C;Finca de Melvin;03/26/2016;11:15;2;0;0;VIRPHI;1;;;;;;;;;;;;;;;;B/G/M
42;42C;Finca de Melvin;03/26/2016;11:15;2;0;0;SETPEN;1;;;M;;;;;;;;;;;;;B/G/M
42;42C;Finca de Melvin;03/26/2016;11:15;2;0;0;BUTBRA;1;;;;;;;;;;;;;;;;B/G/M
9;9F;Finca de Norma (S Edge);03/15/2016;07:47;0;0;0;MELFOR;1;;;;;;;;;;;;;;;;G/B/M
9;9F;Finca de Norma (S Edge);03/15/2016;07:47;0;0;0;BASRUF;1;;;;;;;;;;;;;;;;G/B/M
9;9F;Finca de Norma (S Edge);03/15/2016;07:47;0;0;0;CANMOD;1;;;;;;;;;;;;;;;;G/B/M
9;9F;Finca de Norma (S Edge);03/15/2016;07:47;0;0;0;SETVIR;2;;;M;;;;;;;;;;;;;G/B/M
9;9F;Finca de Norma (S Edge);03/15/2016;07:47;0;0;0;MNIVAR;2;;;M;;;;;;;;;;;;;G/B/M
9;9F;Finca de Norma (S Edge);03/15/2016;07:47;0;0;0;TROAED;1;;;;;;;;;;;;;;;;G/B/M
9;9F;Finca de Norma (S Edge);03/15/2016;07:47;0;0;0;ACCCHI;1;;;;;;;;;;;;;;;;G/B/M
9;9F;Finca de Norma (S Edge);03/15/2016;07:47;0;0;0;HYLLEU;1;;;M;;;;;;;;;;;;;G/B/M
9;9F;Finca de Norma (S Edge);03/15/2016;07:47;0;0;0;GLABRA;1;;;;;;;;;;;;;;;;G/B/M
9;9F;Finca de Norma (S Edge);03/15/2016;07:47;0;0;0;OREPER;2;;;M,H;;;;;;;;;;;;;G/B/M
38;38C;Finca de Otillo;4/1/2016;07:44;4;0;0;CAMGUA;1;;;;;;;;;;;;;;;;B/G/M
38;38C;Finca de Otillo;4/1/2016;07:44;4;0;0;PSAMON;3;;;;;;;;;;;;;;;;B/G/M
38;38C;Finca de Otillo;4/1/2016;07:44;4;0;0;AMAALB;4;;;;;;;;;;;;;;;;B/G/M
38;38C;Finca de Otillo;4/1/2016;07:44;4;0;0;PSIMOR;4;;;;;;;;;;;;;;;;B/G/M
38;38C;Finca de Otillo;4/1/2016;07:44;4;0;0;MELAUR;3;;;;;;;;;;;;;;;;B/G/M
38;38C;Finca de Otillo;4/1/2016;07:44;4;0;0;VIRSOL;1;;;;;;;;;;;;;;;;B/G/M
38;38C;Finca de Otillo;4/1/2016;07:44;4;0;0;PSAWAG;1;;;;;;;;;;;;;;;;B/G/M
38;38C;Finca de Otillo;4/1/2016;07:44;4;0;0;TURGRA;1;;;;;;;;;;;;;;;;B/G/M
38;38C;Finca de Otillo;4/1/2016;07:44;4;0;0;DRYLIN;1;;;;;;;;;;;;;;;;B/G/M
38;38C;Finca de Otillo;4/1/2016;07:44;4;0;0;QUIMEX;1;;;;;;;;;;;;;;;;B/G/M
38;38C;Finca de Otillo;4/1/2016;07:44;4;0;0;TITSEM;1;;;;;;;;;;;;;;;;B/G/M
38;38C;Finca de Otillo;4/1/2016;07:44;4;0;0;VIRPHI;1;;;;;;;;;;;;;;;;B/G/M
38;38C;Finca de Otillo;4/1/2016;07:44;4;0;0;SETVIR;2;;;M,H;;;;;;;;;;;;;B/G/M
38;38C;Finca de Otillo;4/1/2016;07:44;4;0;0;EMPFLT*;1;;;;;;;;;;;;;;;;B/G/M
12;12C;Finca de Ovidio;03/30/2016;09:26;2;0;0;SALATR;1;;;;;;;;;;;;;;;;G/B/M
12;12C;Finca de Ovidio;03/30/2016;09:26;2;0;0;CARPUS;1;;;M;;;;;;;;;;;;;G/B/M
12;12C;Finca de Ovidio;03/30/2016;09:26;2;0;0;TOLSUL;1;;;;;;;;;;;;;;;;G/B/M
12;12C;Finca de Ovidio;03/30/2016;09:26;2;0;0;ICTPLU;1;;;;;;;;;;;;;;;;G/B/M
12;12C;Finca de Ovidio;03/30/2016;09:26;2;0;0;EMPFLT*;1;;;;;;;;;;;;;;;;G/B/M
12;12C;Finca de Ovidio;03/30/2016;09:26;2;0;0;VIRPHI;1;;;;;;;;;;;;;;;;G/B/M
12;12C;Finca de Ovidio;03/30/2016;09:26;2;0;0;TURGRA;1;;;;;;;;;;;;;;;;G/B/M
12;12C;Finca de Ovidio;03/30/2016;09:26;2;0;0;VIRFLF*;1;;;;;;;;;;;;;;;;G/B/M
12;12C;Finca de Ovidio;03/30/2016;09:26;2;0;0;SETRUT;1;;;H;;;;;;;;;;;;;G/B/M
12;12C;Finca de Ovidio;03/30/2016;09:26;2;0;0;SETMAG;1;;;M;;;;;;;;;;;;;G/B/M
